id;name;website;vertical;sub_vertical;country;region;city;logo_url;estadio_actual;solucion;mail;social_media;contact_phone;founders;founded;organization_type;outcome_status;business_model;badges;notes;status;lat;lng
;Kita;kita.earth/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;X1 Wind;x1wind.com/;otra;otra_especificar;España;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Greenitio;greenitio.com/;otra;otra_especificar;Singapur;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;ALKEMIO;alkemio.tech/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Isometric;isometric.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;e-Zinc;e-zinc.ca/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Octopus Energy Group;octopusenergy.group/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Carbon Clean Solutions;carbonclean.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;TagEnergy;tag-en.com/;otra;otra_especificar;S/D;Portugal;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Thorizon;thorizon.com/;otra;otra_especificar;Países Bajos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;trawa;trawa.de/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;SUNSPEKER;sunspeker.com/;otra;otra_especificar;S/D;Italy;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;ZunRoof;zunroof.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Narwal Robotics;narwal.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nanosci;nanosci.solutions/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;ZeroNorth;zeronorth.com/;otra;otra_especificar;S/D;Denmark;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;QuantE Energy;quanterenewables.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Chara Technologies;chara.co.in/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Zendure;zendure.de/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;eAgronom;eagronom.com/;otra;otra_especificar;S/D;Estonia;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ascendance;ascendance-ft.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ceibo;ceibo.tech/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kilimo;kilimo.com/;otra;otra_especificar;Argentina;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;RAIKU;raiku.co/;otra;otra_especificar;S/D;Estonia;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Continuum Industries;continuum.industries/;otra;otra_especificar;S/D;Scotland;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;microTERRA;microterra.com/;otra;otra_especificar;México;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;ICODOS;icodos.com/;otra;otra_especificar;Alemania;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;5B Australia;5b.co/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Airly;airly.org/en/;otra;otra_especificar;S/D;Poland;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Lumoview Building Analytics;lumoview.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;EMPYRIO;empyrio.com/;otra;otra_especificar;S/D;Latvia;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;GreenPlat;greenplat.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Alternative Plants;alternativeplants.eu/;otra;otra_especificar;S/D;Latvia;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;BioElements;bioelementsla.com/;otra;otra_especificar;S/D;Chile;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Submer;submer.com/;otra;otra_especificar;España;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Reefilla;reefilla.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;HYBRICO Energy Technologies;hybricoenergy.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;THIS;this.co/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;The Protein Brewery;theproteinbrewery.nl/;otra;otra_especificar;Países Bajos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Actual Veggies;actualveggies.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;NuCicer;nucicer.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Slate Milk;slatemilk.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Blue Diamond Growers;bluediamondgrowers.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Stella & Chewy's;stellaandchewys.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Van Leeuwen Ice Cream;vanleeuwenicecream.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Shinkei Systems;shinkei.systems/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;UPSIDE Foods;upsidefoods.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Gousto;gousto.co.uk/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Hocco;hocco.in/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Purely Elizabeth;purelyelizabeth.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;BRAINR;brainr.co/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Savor;savor.it/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Royal Farms;royalfarms.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Chickapea;chickapea.com//;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Superground;superground.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Sahyadri Farms;sahyadrifarms.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Doughlicious;doughlicious.co.uk/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;FarmDidi;farmdidi.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Heura Foods;heurafoods.com/;otra;otra_especificar;España;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;UMAMI Bioworks;umamibioworks.com/;otra;otra_especificar;Singapur;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Whittard Of Chelsea;whittard.co.uk/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Wastelink;wastelink.co/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Orbisk;orbisk.com/en/;otra;otra_especificar;Países Bajos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Typcal;typcal.com.br/p/mush;otra;otra_especificar;S/D;Brazil;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;BioBlends;bioblends.bio/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Planetary;planetarygroup.ch/;otra;otra_especificar;Suiza;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Perfat Technologies;perfat.com/;otra;otra_especificar;Finland;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Sproud;besproud.com/;otra;otra_especificar;S/D;Sweden;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Frooty;frooty.com.br/;otra;otra_especificar;S/D;Brazil;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Solar Foods;solarfoods.com/;otra;otra_especificar;Finland;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bruna by Altum Lab;bruna.ai/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;ENOUGH;enough-food.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nutrumami;nutrumami.com/;otra;otra_especificar;S/D;Denmark;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Veeba Foods;veeba.in/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Boortmalt;boortmalt.com/;otra;otra_especificar;S/D;Belgium;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Revo Foods;revo-foods.com/;otra;otra_especificar;S/D;Austria;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kilcoy Global Food;australia.kilcoyglobalfoods.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Louis Dreyfus Company;ldc.com/;otra;otra_especificar;Países Bajos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Dniprovska Agri Group;dneprovska.com.ua/;otra;otra_especificar;S/D;Ukraine;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Beyond Snáck;beyondsnack.in/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Eden Brew;edenbrew.com.au/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Fazenda Futuro;fazendafuturo.io/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Urban Legend;urban-legend.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;International Dairy Products;idp.vn/;otra;otra_especificar;S/D;Vietnam;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Yellow Swan;ylswan.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nowwa Coffee;nowwa.cn/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Mycorena;mycorena.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Hiperbaric;hiperbaric.com/;otra;otra_especificar;España;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Xueji chaohuo;xinnuofood.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Jungle France;jungle.bio/old-home;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Vicentin S.A.I.C.;vicentin.com.ar/;otra;otra_especificar;Argentina;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Shandi Global;shandiglobal.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Frigorífico Concepción;frigorificoconcepcion.com.py/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Blueglass Yogurt;blueglass.vip/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Wetaca;wetaca.com/;otra;otra_especificar;España;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;JustSpices;justspices.de/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kern Tec;kern-tec.com/;otra;otra_especificar;S/D;Austria;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Gavan;gavan.bio/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Axereal;axereal.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Starfield Food & Science Technology;starfieldcn.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Future Cow;futurecow.com.br/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Growthwell Group;growthwellfoods.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Paleo;paleo.bio/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;MicroLub;microlub.co.uk/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Leap Automation;leapautomation.co.uk/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Oceano Fresco;oceano-fresco.pt/;otra;otra_especificar;S/D;Portugal;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Burnhard;burnhard.de/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Jiuding Group;jiuding-group.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Passionfruit;passionfruit.earth/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Order1;order1/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Elementaree;elementaree.ru/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nordic SeaFarm;en.nordicseafarm.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Gooder Foods;goodles.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Wow! Momo;wowmomo.com/;otra;otra_especificar;India;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Handpickd;handpickd.farm/;otra;otra_especificar;India;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Gorgie;getgorgie.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bobbie;hibobbie.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Olipop;drinkolipop.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Chobani;chobani.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Brightseed;brightseedbio.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;FLY BY JING;flybyjing.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Prime Roots;primeroots.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Javvy Coffee;javvycoffee.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Uncle Nearest;unclenearest.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Tractor Beverage Company;drinktractor.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Little Spoon;littlespoon.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bevi;bevi.co/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Curefoods;curefoods.in/;otra;otra_especificar;India;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Liquid Death;liquiddeath.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;BIOWEG;bioweg.com/;otra;otra_especificar;Alemania;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Hashdex;hashdex.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Supply6;supplysix.com/;otra;otra_especificar;India;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Licious;licious.in/;otra;otra_especificar;India;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Feast & Fettle;feastandfettle.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Chef Robotics;chefrobotics.ai/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bulletproof;bulletproof.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nxtfood;nxtfood.fr/;otra;otra_especificar;Francia;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Manus Bio;manusbio.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nara Organics;nara.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Hint;drinkhint.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Health-Ade;health-ade.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nourish Ingredients;nourishing.io/about-us/;otra;otra_especificar;Australia;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;ezCater;ezcater.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Clean Food Group;cleanfood.group/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Breadfast;breadfast.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
